entry_id,tanggal_raw,tanggal,tahun,bulan,presisi_tanggal,provinsi,kabupaten_kota,lokasi_raw,jumlah_raw,jumlah_dilaporkan,status_angka,jumlah_baris_html,jumlah_sel_angka,source_url,source_urls_json,masalah_rujukan,status_audit,masuk_analisis_utama,alasan_eksklusi,snapshot_revision,diakses_pada
W29876794-r526c6,2 Oktober 2024,2024-10-02,2024,10,tanggal,Jawa Timur,Nganjuk,SDN Banaran I,7 Siswa,7,angka_literal,1,1,https://www.ntthits.com/politik/57715026614/rentetan-kasus-keracunan-mbg-di-berbagai-daerah-program-bergizi-yang-kini-dikhawatirkan,"[""https://www.ntthits.com/politik/57715026614/rentetan-kasus-keracunan-mbg-di-berbagai-daerah-program-bergizi-yang-kini-dikhawatirkan""]",,belum_diperiksa_individual,False,di_luar_periode_2025_2026; sebelum_peluncuran_nasional,29876794,2026-09-18
W29876794-r164c6,13 Januari 2025,2025-01-13,2025,1,tanggal,Kalimantan Utara,Nunukan,SMAN 2 Nunukan Selatan,> 30 Siswa,,batas_bukan_angka_pasti,1,1,https://regional.kompas.com/read/2025/01/19/094801178/siswa-sma-di-nunukan-juga-keracunan-mbg-lauk-tongkol-berulat,"[""https://regional.kompas.com/read/2025/01/19/094801178/siswa-sma-di-nunukan-juga-keracunan-mbg-lauk-tongkol-berulat"", ""https://web.archive.org/web/20250505070755/https://regional.kompas.com/read/2025/01/19/094801178/siswa-sma-di-nunukan-juga-keracunan-mbg-lauk-tongkol-berulat""]",,belum_diperiksa_individual,False,batas_bukan_angka_pasti,29876794,2026-09-18
W29876794-r111c6,15 Juli 2025,2025-07-15,2025,7,tanggal,Lampung,Lampung Utara,SD Soekarno Hatta | SD IT Insan Rhobani,Puluhan Siswa,,kualitatif,2,1,https://www.cakralampung.com/2025/07/15/siswa-sd-di-lampung-utara-keracunan-usai-santap-mbg/,"[""https://www.cakralampung.com/2025/07/15/siswa-sd-di-lampung-utara-keracunan-usai-santap-mbg/""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
W29876794-r257c6,31 Juli 2025,2025-07-31,2025,7,tanggal,Jawa Barat,Kuningan,SMPN 1 Cilimus,± 30 Siswa,,perkiraan,1,1,https://kuninganmass.com/setelah-makan-siang-gratis-puluhan-siswa-smpn-1-cilimus-sakit-perut/,"[""https://kuninganmass.com/setelah-makan-siang-gratis-puluhan-siswa-smpn-1-cilimus-sakit-perut/""]",,belum_diperiksa_individual,False,perkiraan,29876794,2026-09-18
W29876794-r262c6,6 Agustus 2025,2025-08-06,2025,8,tanggal,Jawa Barat,Sukabumi,SDN Puncak Batu | MI Cikadu | PAUD di Desa Cipamingkis | TBA (tidak disebutkan),± 32 Siswa,,perkiraan,4,1,https://www.detik.com/jabar/berita/d-8049711/32-pelajar-sukabumi-keracunan-sampel-makanan-dikirim-ke-lab,"[""https://www.detik.com/jabar/berita/d-8049711/32-pelajar-sukabumi-keracunan-sampel-makanan-dikirim-ke-lab""]",,belum_diperiksa_individual,False,perkiraan,29876794,2026-09-18
W29876794-r664c6,19 Agustus 2025,2025-08-19,2025,8,tanggal,Nusa Tenggara Barat,Lombok Timur,SMK Karya Adi Husada,Belasan Siswa,,kualitatif,1,1,https://radarlombok.co.id/siswa-smk-diduga-keracunan-usai-santap-mbg.html,"[""https://radarlombok.co.id/siswa-smk-diduga-keracunan-usai-santap-mbg.html""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
W29876794-r747c6,27 Agustus 2025,2025-08-27,2025,8,tanggal,Sulawesi Tengah,Kota Palu,MTs Sis Al-Jufri Tatura | SMK Bina Potensi,45 Siswa | > 100 Siswa,,batas_bukan_angka_pasti,2,2,https://manado.antaranews.com/berita/292405/18-pelajar-diduga-keracunan-mbg-dirawat-di-rs-bala-keselamatan,"[""https://manado.antaranews.com/berita/292405/18-pelajar-diduga-keracunan-mbg-dirawat-di-rs-bala-keselamatan""]",,belum_diperiksa_individual,False,batas_bukan_angka_pasti,29876794,2026-09-18
W29876794-r138c6,4 September 2025,2025-09-04,2025,9,tanggal,Lampung,Kota Metro,TBA( Tidak Disebutkan),12 Siswa,12,angka_literal,1,1,https://radarlampung.co.id,"[""https://radarlampung.co.id"", ""https://radarlampung.disway.id/read/716610/sikapi-kasus-keracunan-siswa-mbg-wagub-jihan-kuota-dapur-terlalu-besar-perlu-dievaluasi"", ""https://radarlampung.co.id/""]",rujukan_hanya_beranda,belum_diperiksa_individual,False,rujukan_hanya_beranda,29876794,2026-09-18
W29876794-r198c6,8 September 2025,2025-09-08,2025,9,tanggal,DKI Jakarta,Jakarta Utara,SMPN 277 Jakarta,Puluhan Siswa,,kualitatif,1,1,https://www.tempo.co/politik/keracunan-makan-bergizi-gratis-2073995,"[""https://www.tempo.co/politik/keracunan-makan-bergizi-gratis-2073995""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
W29876794-r788c6,11 September 2025,2025-09-11,2025,9,tanggal,Sulawesi Tenggara,Buton,SDN 55 Buton,Puluhan Siswa,,kualitatif,1,1,https://www.halosultra.com/sultra-raya/buton/50849/puluhan-siswa-sd-di-buton-keracunan-makanan-mbg-wabup-minta-evaluasi-program/,"[""https://www.halosultra.com/sultra-raya/buton/50849/puluhan-siswa-sd-di-buton-keracunan-makanan-mbg-wabup-minta-evaluasi-program/""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
W29876794-r298c6,22 September 2025 | 24 September 2025,2025-09-22,2025,9,beberapa_tanggal,Jawa Barat,Bandung Barat,SD Negeri Cipari | MTs Darul Fiqri | SMK Pembangunan Bandung Barat | TK Nurul Saadah | SMP Ciparai | SMK Karya Perjuangan | MTs Manarul Huda | SDN 1 Cihampelas | MTs Al Mukhtariyah | SMKN 1 Cihampelas | MA Al Mukhtariyah,1.333 Siswa,1333,angka_literal,11,1,https://bandung.kompas.com/read/2025/09/25/165121378/update-korban-keracunan-mbg-di-bandung-barat-tembus-1333-orang,"[""https://bandung.kompas.com/read/2025/09/25/165121378/update-korban-keracunan-mbg-di-bandung-barat-tembus-1333-orang""]",,agregat_beberapa_kejadian,False,tanggal_beberapa_tanggal,29876794,2026-09-18
W29876794-r393c6,22 September 2025,2025-09-22,2025,9,tanggal,Jawa Tengah,Kota Salatiga,MAN Kota Salatiga,± 7 siswa,,perkiraan,1,1,https://radarsemarang.jawapos.com/salatiga/726611719/pemkot-bilang-begini-soal-insiden-keracunan-mbg-di-man-salatiga,"[""https://radarsemarang.jawapos.com/salatiga/726611719/pemkot-bilang-begini-soal-insiden-keracunan-mbg-di-man-salatiga""]",,belum_diperiksa_individual,False,perkiraan,29876794,2026-09-18
W29876794-r33c6,7 Oktober 2025,2025-10-07,2025,10,tanggal,Sumatera Barat,Kota Padang Panjang,SDN 9 Kelurahan Ekor Lubuk | SDN 10 Tabek Gadang | SDN 7 Kelurahan Ganting | SDN 5 Kelurahan Sigando | SMPN 3 Kelurahan Ekor Lubuk | SMKN 2 Kelurahan Ganting,29 Siswa,29,angka_literal,6,1,https://regional.kompas.com/read/2026/01/13/134340278/11-siswa-sd-di-lampung-utara-keracunan-makan-bergizi-gratis-kepsek-ngamuk,"[""https://regional.kompas.com/read/2026/01/13/134340278/11-siswa-sd-di-lampung-utara-keracunan-makan-bergizi-gratis-kepsek-ngamuk""]",rujukan_salah_lokasi,rujukan_tidak_cocok,False,rujukan_salah_lokasi,29876794,2026-09-18
W29876794-r309c6,14 Oktober 2025 | 15 Oktober 2025,2025-10-14,2025,10,beberapa_tanggal,Jawa Barat,Bandung Barat,SMPN 1 Cisarua | SDN 1 Garuda | SD Negeri 1 Barukai | SMKN 1 Cisarua | SMP Karya Prestasi Mandiri | SMK Widya Karya | pesantren Bani Sulaiman,518 Siswa,518,angka_literal,7,1,https://bandung.kompas.com/read/2025/10/16/135546578/korban-keracunan-mbg-di-bandung-barat-tembus-518-korban-50-siswa-masih,"[""https://bandung.kompas.com/read/2025/10/16/135546578/korban-keracunan-mbg-di-bandung-barat-tembus-518-korban-50-siswa-masih""]",,belum_diperiksa_individual,False,tanggal_beberapa_tanggal,29876794,2026-09-18
W29876794-r367c6,15 Oktober 2025,2025-10-15,2025,10,tanggal,Jawa Tengah,Karanganyar,SMPN 1 Karanganyar,Ratusan siswa,,kualitatif,1,1,https://jateng.harianjogja.com/read/2025/10/16/648/1232160/santap-menu-mbg-ratusan-siswa-smp-di-karanganyar-alami-keracunan,"[""https://jateng.harianjogja.com/read/2025/10/16/648/1232160/santap-menu-mbg-ratusan-siswa-smp-di-karanganyar-alami-keracunan""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
W29876794-r802c6,20 Oktober 2025 | 21 Oktober 2025,2025-10-20,2025,10,beberapa_tanggal,Maluku,Seram Bagian Barat,TK Cemara | SD Inpres Talaga Ratu | MIN 2 Seram Bagian Barat | SMA Negeri 1 kairatu,236 Siswa,236,angka_literal,4,1,https://rakyatmaluku.fajar.co.id/2025/10/23/polres-sbb-periksa-14-pengelola-dapur-usut-penyebab-236-siswa-keracunan-mbg/,"[""https://rakyatmaluku.fajar.co.id/2025/10/23/polres-sbb-periksa-14-pengelola-dapur-usut-penyebab-236-siswa-keracunan-mbg/""]",,belum_diperiksa_individual,False,tanggal_beberapa_tanggal,29876794,2026-09-18
W29876794-r358c6,31 Oktober 2025,2025-10-31,2025,10,tanggal,Jawa Tengah,Batang,SMK Kandeman,800 Siswa,800,perkiraan_terverifikasi,1,1,https://www.genpi.co/berita/268438/diduga-keracunan-mbg-800-siswa-smk-kandeman-batang-alami-diare,"[""https://www.genpi.co/berita/268438/diduga-keracunan-mbg-800-siswa-smk-kandeman-batang-alami-diare""]",,sekitar_800_menurut_ANTARA,False,perkiraan_terverifikasi,29876794,2026-09-18
W29876794-r81c6,11 November 2025,2025-11-11,2025,11,tanggal,Kepulauan Riau,Kota Batam,MAN 2 Kota Batam,235 Siswa,235,angka_literal,1,1,https://www.merahputih.com/,"[""https://www.merahputih.com/""]",rujukan_hanya_beranda,belum_diperiksa_individual,False,rujukan_hanya_beranda,29876794,2026-09-18
W29876794-r427c6,26 November 2025,2025-11-26,2025,11,tanggal,Jawa Tengah,Blora,SMPN 1 Blora | SMP Katolik Blora | SMP Kristen Blora,810 Siswa,810,angka_literal,3,1,https://berita.murianews.com/zulkifli-fahmi/455559/penyebab-810-siswa-keracunan-mbg-dinkes-blora-makanan-terkontaminasi,"[""https://berita.murianews.com/zulkifli-fahmi/455559/penyebab-810-siswa-keracunan-mbg-dinkes-blora-makanan-terkontaminasi""]",definisi_810_vs_444_tidak_jelas,konflik_definisi_jumlah,False,definisi_810_vs_444_tidak_jelas,29876794,2026-09-18
W29876794-r714c6,26 November 2025,2025-11-26,2025,11,tanggal,Nusa Tenggara Timur,Ngada,SD Trikora | SD Inpres Waturutu | SDK Regina Pacis,Ratusan Siswa,,kualitatif,3,1,https://timexkupang.fajar.co.id/2025/11/26/breaking-news-ratusan-siswa-dilarikan-ke-rsud-bajawa-usai-santap-mbg/,"[""https://timexkupang.fajar.co.id/2025/11/26/breaking-news-ratusan-siswa-dilarikan-ke-rsud-bajawa-usai-santap-mbg/""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
W29876794-r602c6,15 Januari 2026,2026-01-15,2026,1,tanggal,Jawa Timur,Kota Mojokerto,SDN 5 Wates | SDN 6 Wates | SMAN 2 Mojokerto,TBA (Spesifik tidak disebutkan),,tidak_tersedia,3,1,https://radarmojokerto.jawapos.com/berita-terbaru/827085296/diduga-keracunan-mbg-siswa-di-kota-mojokerto-alami-muntah-diare,"[""https://radarmojokerto.jawapos.com/berita-terbaru/827085296/diduga-keracunan-mbg-siswa-di-kota-mojokerto-alami-muntah-diare""]",,belum_diperiksa_individual,False,tidak_tersedia,29876794,2026-09-18
W29876794-r667c6,26 Januari 2026,2026-01-26,2026,1,tanggal,Nusa Tenggara Barat,Lombok Timur,TBA (Tidak disebutkan),Puluhan siswa,,kualitatif,1,1,https://koran-jakarta.com/2026-01-27/dugaan-keracunan-mbg-di-lombok-timur-dinkes-turunkan-tim-investigasi,"[""https://koran-jakarta.com/2026-01-27/dugaan-keracunan-mbg-di-lombok-timur-dinkes-turunkan-tim-investigasi""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
W29876794-r124c6,28 Januari 2026,2026-01-28,2026,1,tanggal,Lampung,Lampung Timur,Pondok Pesantren (Spesifik tidak disebutkan) | SD (Spesifik tidak disebutkan) | SMP (Spesifik tidak disebutkan),Ratusan siswa,,kualitatif,3,1,https://medialintastimurnews.com/2026/01/29/terjadi-lagi-di-lamtim-ratusan-anak-diduga-keracunan-usai-santap-mbg/,"[""https://medialintastimurnews.com/2026/01/29/terjadi-lagi-di-lamtim-ratusan-anak-diduga-keracunan-usai-santap-mbg/""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
W29876794-r98c6,26 Februari 2026,2026-02-26,2026,2,tanggal,Bengkulu,Bengkulu Utara,,,,tidak_tersedia,1,1,https://daerahpost.com/polhukam/diduga-keracunan-burger-mbg-siswa-min-2-ketahun-tutup-usia-di-rs-bhayangkara-bengkulu/,"[""https://daerahpost.com/polhukam/diduga-keracunan-burger-mbg-siswa-min-2-ketahun-tutup-usia-di-rs-bhayangkara-bengkulu/""]",,belum_diperiksa_individual,False,tidak_tersedia,29876794,2026-09-18
W29876794-r127c6,27 Februari 2026,2026-02-27,2026,2,tanggal,Lampung,Lampung Timur,TBA (Tidak disebutkan),Belasan Siswa,,kualitatif,1,1,https://lampung77.com/lampung/belasan-pelajar-di-lampung-timur-diduga-keracunan-mbg-ada-siswa-paud/,"[""https://lampung77.com/lampung/belasan-pelajar-di-lampung-timur-diduga-keracunan-mbg-ada-siswa-paud/""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
W29876794-r722c6,4 Maret 2026,2026-03-04,2026,3,tanggal,Nusa Tenggara Timur,Timur Tengah Utara,SMAN 1 Insana,>300 Siswa,,batas_bukan_angka_pasti,1,1,https://www.victorynews.id/nasional/33116819723/ratusan-siswa-sman-1-insana-alami-gejala-keracunan-usai-santap-menu-mbg-dari-sppg-susulaku,"[""https://www.victorynews.id/nasional/33116819723/ratusan-siswa-sman-1-insana-alami-gejala-keracunan-usai-santap-menu-mbg-dari-sppg-susulaku""]",,belum_diperiksa_individual,False,batas_bukan_angka_pasti,29876794,2026-09-18
W29876794-r782c6,1 April 2026,2026-04-01,2026,4,tanggal,Sulawesi Selatan,Bantaeng,TK (Spesifik tidak disebutkan) | SD (Spesifik tidak disebutkan),Puluhan Siswa,,kualitatif,2,1,https://mediakrimsustnipolri.com/kabar-terkini/diduga-keracunan-susu-program-mbg-puluhan-siswa-di-bantaeng-dilarikan-ke-puskesmas/,"[""https://mediakrimsustnipolri.com/kabar-terkini/diduga-keracunan-susu-program-mbg-puluhan-siswa-di-bantaeng-dilarikan-ke-puskesmas/""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
W29876794-r527c6,7 April 2026,2026-04-07,2026,4,tanggal,Jawa Timur,Nganjuk,SDN Mojokendil,Puluhan Siswa,,kualitatif,1,1,https://jatim.wartaglobal.id/2026/04/insiden-murid-keracunan-program-mbg-di.html,"[""https://jatim.wartaglobal.id/2026/04/insiden-murid-keracunan-program-mbg-di.html""]",,belum_diperiksa_individual,False,kualitatif,29876794,2026-09-18
